conversation_id_str,created_at,favorite_count,full_text,id_str,lang,quote_count,reply_count,retweet_count,tweet_url,user_id_str
1.92858E+18,"30 May 2025, 22:22",2,koridor pulo gadung galunggung di halte matraman halte velodrome dan halte utan kayu arah galunggung saat ini sudah beroperasi normal kembali melayani pelanggan tanpa pengalihan,1.92858E+18,in,0,0,0,https://x.com/undefined/status/1928577810077016237,104556071
1.92846E+18,"30 May 2025, 22:04",0,playlistku dangdut dan jj angkot mau nder,1.92857E+18,in,0,0,0,https://x.com/undefined/status/1928573298654191687,1.32171E+18
1.92857E+18,"30 May 2025, 21:44",0,ngetweet ini langsung dteng angkot nya,1.92857E+18,in,0,0,0,https://x.com/undefined/status/1928568332938035320,1.75155E+18
1.92857E+18,"30 May 2025, 21:43",0,ga ada angkot bjir menangissss,1.92857E+18,in,1,0,0,https://x.com/undefined/status/1928568045645213740,1.75155E+18
1.92846E+18,"30 May 2025, 21:16",0,nah betul tuh yang kerja di mall juga tetep masuk nggak ada liburnya,1.92856E+18,in,0,0,0,https://x.com/undefined/status/1928561131821596976,1.36405E+18
1.92846E+18,"30 May 2025, 21:13",0,sedangkan dari halte bundaran hi astra silahkan naik a jurusan balaikota turun di balaikota lalu naik a jurusan pulo gadung turun di cempaka mas,1.92856E+18,in,0,0,0,https://x.com/undefined/status/1928560400368546259,1.36405E+18
1.92846E+18,"30 May 2025, 21:12",0,dari halte senayan bank dki silahkan naik koridor jurusan kota turun di monumen nasional lalu naik koridor jurusan pulo gadung turun di cempaka mas,1.92856E+18,in,0,0,0,https://x.com/undefined/status/1928560252485812432,1.36405E+18
1.92847E+18,"30 May 2025, 21:10",0,silahkan naik koridor jurusan tegal mampang turun di csw lalu naik koridor jurusan kota turun di polda metro jaya,1.92856E+18,in,0,1,0,https://x.com/undefined/status/1928559750318612614,1.36405E+18
1.85885E+18,"30 May 2025, 21:08",0,hai kak rute n dan rute jak melayani bus stop simpang margasatwa cilandak kkountuk fitur perencanaan perjalanan kakak dapat mengunduh aplikasi tj transjakarta pada playstore atau appstore ya kak terima kasih mb,1.92856E+18,in,0,0,0,https://x.com/undefined/status/1928559095654552016,104556071
1.92855E+18,"30 May 2025, 21:05",0,hi meong lucu eh kak kinoy deng life is like a book one bad chapter doesnt mean its the end if the mind really noisy till makes you up all night then make it more noisy buka musik jedagjedugdj angkotdrakoran pokokny yang buat kaka jingkrak dah sampe kecapean nntdr,1.92856E+18,en,0,1,0,https://x.com/undefined/status/1928558328210403538,1.85509E+18
1.92856E+18,"30 May 2025, 20:59",0,yang bikin mikir sebenernya harus putus nyambung pake angkot belum kebayang kondisinya sih tapi buat afford km cuman k menurut gue worth aja sih,1.92856E+18,in,0,1,0,https://x.com/undefined/status/1928556816486773144,1.76011E+18
1.92835E+18,"30 May 2025, 20:53",0,jgn masuk telinga kanan keluar naik angkot,1.92856E+18,in,0,0,0,https://x.com/undefined/status/1928555513316520395,1.85008E+18
1.92855E+18,"30 May 2025, 20:51",0,pagi kak mau nanya dr pasar senen ke halte rawa buaya rute a hari ini jam pagi weekend biasanya cenderung ramai atau biasa aja ya berhubung lg long weekend,1.92855E+18,in,0,0,0,https://x.com/undefined/status/1928554850595344812,1.66536E+18
1.85885E+18,"30 May 2025, 20:46",0,bus stop simpang margasatwa cilandak kko yg harusnya dilewatin n dan jak ini skrg apa udh ada plang nya min soalnya aku liat di google street view blm ada besok berniat nunggu tj dr situ tp takut ga berhenti kalo ga ada plang nya,1.92855E+18,in,0,2,0,https://x.com/undefined/status/1928553510255378797,307394464
1.92855E+18,"30 May 2025, 20:38",0,jadi bapa bapa angkot ngerem mendadak gua yang dr belakang udah ngejarakin ttp gabisa ngerem udah banting stir dikit ttp kena trus jatoh nah bapak bapaknya gua caci maki jirr karna emang kepalang kesell kaki gua kejepit trus badan gua juga ketimpa motor anjgg,1.92855E+18,in,0,1,0,https://x.com/undefined/status/1928551539112542520,1.75563E+18
1.92854E+18,"30 May 2025, 20:09",0,for rent apartment setiabudi sky garden kuningan br furnished close to lrt mrt busway,1.92854E+18,en,0,0,0,https://x.com/undefined/status/1928544218542182562,168451423
1.92849E+18,"30 May 2025, 20:03",0,silahkan naik jak jurusan bendungan hilir turun di sdn bendungan hilir lalu jalan ke rusun karet tengsin disitu naik jaka jurusan stasiun tebet turun di sdn menteng dalam,1.92854E+18,in,0,0,0,https://x.com/undefined/status/1928542778209808739,1.36405E+18
1.92852E+18,"30 May 2025, 20:02",0,bisa naik krl dari stasiun sudimara sampai stasiun tanah abang lalu naik jurusan cikarang via manggarai turun di bni city lalu jalan ke stasiun mrt dukuh atas bni nanti naik mrt arah lebak bulus turun di fatmawati indomaret,1.92854E+18,in,0,0,0,https://x.com/undefined/status/1928542536630489364,1.36405E+18
1.92847E+18,"30 May 2025, 19:59",0,harus dibiasakan transit,1.92854E+18,in,0,0,0,https://x.com/undefined/status/1928541861167378872,1.36405E+18
1.92847E+18,"30 May 2025, 19:59",0,yang enak malah dari sudirman thamrin bisa langsung ke stasiun gambir yaitu naik p,1.92854E+18,in,0,0,0,https://x.com/undefined/status/1928541743277801475,1.36405E+18
1.92851E+18,"30 May 2025, 19:58",0,silahkan naik t jurusan petamburan turun di kolong tol petamburan lalu jalan ke jakarta design center disitu naik jak jurusan bendungan hilir turun di sdn bendungan hilir lalu jalan ke rusun karet tengsin disitu naik jaka jurusan stasiun tebet turun di satrio,1.92854E+18,in,0,0,0,https://x.com/undefined/status/1928541517653713170,1.36405E+18
1.92852E+18,"30 May 2025, 19:57",0,silahkan naik c jurusan bundaran senayan turun di flyover karet lalu jalan ke lawson satrio disitu naik jaka jurusan stasiun tebet turun di satrio,1.92854E+18,in,0,0,0,https://x.com/undefined/status/1928541188438540434,1.36405E+18
1.92853E+18,"30 May 2025, 19:50",2,le jour o on ne sera plus en retard a sera lorsquon aura laire urbaine nantaise aussi bien desservie que nantes mtropole et le paiement par cb bord le fait quon ne compte pas uniquement sur les pauvres busway et tram pour mailler le rseau autres ides,1.92854E+18,fr,0,1,0,https://x.com/undefined/status/1928539536465760654,1198201380
1.92854E+18,"30 May 2025, 19:44",7,bete aja ane curhatin masalah rape culture malah dijawab lah itu banyak cewe sengaja jualan konten sengaja ngundang seolah hal tsb menghilangkan hak gue untuk merasa aman ketika pulang malam dan digodain sopir angkot,1.92854E+18,in,0,0,1,https://x.com/undefined/status/1928537929455911015,9.97124E+17
1.92852E+18,"30 May 2025, 19:41",0,hai kak silakan naik rute d tujuan patra kuningan transit di halte kuningan naik rute k tujuan karet pedurenan turun di bus stop lotte mall kuningan yuk unduh aplikasi versi terbarunya aplikasi tj transjakarta ya kak terima kasih md,1.92854E+18,in,0,0,1,https://x.com/undefined/status/1928537260430893153,104556071
1.92851E+18,"30 May 2025, 19:39",0,hai kak sampai tujuan akhir di petamburan berpindah ke halte petamburan naik rute f tujuan senayan bank dki kemudian naik rute m tujuan st manggarai transit di halte kuningan naik rute k tujuan karet pedurenan turun di bus stop lotte mall kuningan terima kasih md,1.92854E+18,in,0,0,0,https://x.com/undefined/status/1928536798939988381,104556071
1.92842E+18,"30 May 2025, 19:20",14,nah ini kan di bilang bus way makanya gw sering ngomomg naik busway jarang ngomong naik tj udah keseringan dari pas awal tj k dulu bus orange,1.92853E+18,in,1,2,0,https://x.com/undefined/status/1928531872247640239,1.73053E+18
1.9285E+18,"30 May 2025, 17:14",3,masih persiapan layanan transjakarta minitrans pt bianglala metropolitan bmp isuzu nqr transliner md tri sakti caroserrie,1.9285E+18,in,0,0,0,https://x.com/undefined/status/1928500398819586165,195995659
1.9285E+18,"30 May 2025, 17:11",0,bonsoir a quand de l air frais dans les voitures de la ligne d busway c est pire que dans un four ds qu il y a du soleil,1.9285E+18,fr,0,0,0,https://x.com/undefined/status/1928499563473535058,1441209127
1.9285E+18,"30 May 2025, 17:11",0,san abang angkot,1.9285E+18,tl,0,1,0,https://x.com/undefined/status/1928499558666915918,1.79734E+18
1.9285E+18,"30 May 2025, 17:06",0,selamat malam kak mohon maaf sudah menunggu tersedia armada bmp mendekati halte juanda namun laporan akan kami lakukan pengecekan dan evaluasiterima kasih mb,1.9285E+18,in,0,0,0,https://x.com/undefined/status/1928498322391572872,104556071
1.92842E+18,"30 May 2025, 17:06",0,kebayang klo sampe skrg g ad busway gimn y,1.9285E+18,in,0,0,0,https://x.com/undefined/status/1928498182331208092,1.76985E+18
1.92849E+18,"30 May 2025, 16:56",0,hai kak saat ini tersedia koridor beroperasi jam melayani pelanggan untuk fitur perencanaan perjalanan kakak dapat mengunduh aplikasi tj transjakarta pada playstore atau appstore ya kak terima kasih mb,1.9285E+18,in,0,1,0,https://x.com/undefined/status/1928495813799346680,104556071
1.92839E+18,"30 May 2025, 16:56",0,ini dia kaget gak yaa biasa bawa ferari tiba tiba ngebawa angkot udah gitu warna merah item lagi wkwkwk,1.9285E+18,in,0,0,0,https://x.com/undefined/status/1928495758036353443,1.03518E+18
1.92734E+18,"30 May 2025, 16:55",0,noted jago baca busway,1.9285E+18,en,0,0,0,https://x.com/undefined/status/1928495556957225461,1.7421E+18
1.9284E+18,"30 May 2025, 16:55",0,biasa bawa angkot kotiba tiba disuruh bawa ferari wkwk,1.9285E+18,in,0,0,0,https://x.com/undefined/status/1928495412908081489,1.03518E+18
1.9285E+18,"30 May 2025, 16:54",0,ini drtd udh set jam tulisannya tiba doang tapi gada busnya cepetlah,1.9285E+18,in,0,1,0,https://x.com/undefined/status/1928495176626090483,1.24701E+18
1.92849E+18,"30 May 2025, 16:53",0,ia berlari kecil ke halte transjakarta menyapa petugas dengan senyum sopan dan berdiri di bus penuh sesak jakarta pagi hari bukan untuk yang lemah hati,1.92849E+18,in,0,1,0,https://x.com/undefined/status/1928494916906176821,2662451281
1.92849E+18,"30 May 2025, 16:52",0,min untuk dini hari koridor mana saja yang masih beroperasi ya,1.92849E+18,in,0,1,0,https://x.com/undefined/status/1928494688773746924,1.01508E+18
1.92849E+18,"30 May 2025, 16:44",0,yhaaaa jam segini masih di dalem transjakarta,1.92849E+18,in,0,0,0,https://x.com/undefined/status/1928492698471645587,2936703163
1.92849E+18,"30 May 2025, 16:43",0,terkma kasih ka,1.92849E+18,in,0,0,0,https://x.com/undefined/status/1928492420410245569,1.06494E+18
1.92849E+18,"30 May 2025, 16:43",0,dari halte senayan bank dki ke taman ismail marzuki naik rute apa,1.92849E+18,in,0,0,0,https://x.com/undefined/status/1928492385446625614,1712167993
1.92848E+18,"30 May 2025, 16:42",0,hai kak untuk lokasi tersebut hanya tersedia rute jak ya kak untuk fitur perencanaan perjalanan kakak dapat mengunduh aplikasi tj transjakarta pada playstore atau appstore ya kak terima kasih mb,1.92849E+18,in,0,0,0,https://x.com/undefined/status/1928492146497073182,104556071
1.91789E+18,"30 May 2025, 16:39",2,bagaimana min kenapa gak di jawab tidur apa,1.92849E+18,in,0,0,0,https://x.com/undefined/status/1928491522808271059,1.9159E+18
1.92842E+18,"30 May 2025, 16:38",1,waini lagi ngetem di kawasan kota tua jkt naik transjakarta mbakyu,1.92849E+18,in,0,1,0,https://x.com/undefined/status/1928491120918671672,1.13878E+18
1.92849E+18,"30 May 2025, 16:38",0,berhadapan kl sampingan berasa naik angkot dan pegel jg ngobrolnyaa,1.92849E+18,in,0,0,0,https://x.com/undefined/status/1928491096927044073,8.72791E+17
1.92843E+18,"30 May 2025, 16:37",0,mana abis kerja pasar lanjut narik angkot,1.92849E+18,in,0,1,0,https://x.com/undefined/status/1928490956996653459,1.31137E+18
1.92849E+18,"30 May 2025, 16:34",0,hai kak silakan naik koridor dan transit rute m dari halte semanggi turun di halte kuningan kemudian naik rute c untuk fitur perencanaan perjalanan kakak dapat mengunduh aplikasi tj transjakarta pada playstore atau appstore ya kak terima kasih mb,1.92849E+18,in,0,1,0,https://x.com/undefined/status/1928490232598450348,104556071
1.92832E+18,"30 May 2025, 16:34",1,yaallah jaklingko pet sembuh ya adik,1.92849E+18,in,0,0,0,https://x.com/undefined/status/1928490209307488665,1.52012E+18
1.92848E+18,"30 May 2025, 16:31",0,min jak lewat jl hj ten depan gps ga yaa,1.92849E+18,in,0,1,0,https://x.com/undefined/status/1928489379695124581,1.46368E+18
1.92848E+18,"30 May 2025, 16:30",0,hai kak apabila ada kegiatan hbkb di kawasan sudirman thamrin rute s mengalami perpendekan rute menjadi alam sutera semanggi yuk unduh versi terbaru aplikasi tj transjakarta terima kasih mb,1.92849E+18,in,0,0,0,https://x.com/undefined/status/1928489158789443740,104556071
1.92847E+18,"30 May 2025, 16:29",0,when she released gorgeous for promo i was listening to it in an angkot,1.92849E+18,en,0,0,0,https://x.com/undefined/status/1928489012244718039,3303161670
1.92845E+18,"30 May 2025, 16:28",0,semoga aku dapat layout angkot,1.92849E+18,in,0,0,0,https://x.com/undefined/status/1928488601915969855,2812828550
1.92848E+18,"30 May 2025, 16:26",0,kalau minggu nya tetep beroperasi jam pagi kan min tj s alam sutrablok m ga ada perubahan jadwal karna cfd,1.92849E+18,in,0,1,0,https://x.com/undefined/status/1928488140341453253,1.70745E+18
1.92849E+18,"30 May 2025, 16:26",0,min bertanya dari halte petamburan ke mol kokas bisa naik rute apa saja ya,1.92849E+18,in,0,2,0,https://x.com/undefined/status/1928488133235974244,1.06494E+18
1.92841E+18,"30 May 2025, 16:25",0,otw naik angkot bub,1.92849E+18,in,0,0,0,https://x.com/undefined/status/1928487984396980715,1.78343E+18
1.92848E+18,"30 May 2025, 16:18",0,selamat malam kak mohon maaf atas ketidaknyamanannya mengenai pengecekan status pemesanan tiket ka commuter line basoetta silakan dapat konfirmasi kepada kai commuter selaku pengelola melalui dm twitter atau alamat email commutercarecoid railmin imbau,1.92849E+18,in,0,0,0,https://x.com/undefined/status/1928486190191358458,516165629
1.92847E+18,"30 May 2025, 16:14",0,hai kak mikrotrans jak tidak melewati halte semanggi penaikan awal mikrotrans jak dari bus stop jl bendungan hillir gg v yuk unduh aplikasi versi terbarunya aplikasi tj transjakarta ya kak terima kasih mb,1.92849E+18,in,0,0,0,https://x.com/undefined/status/1928485180165013544,104556071
1.92848E+18,"30 May 2025, 16:12",1,selamat malam kak terkait jumlah rangkaian commuter line yang beroperasi saat ini dioptimalkan dengan persediaan sarana sehingga beberapa perjalanan commuter line menggunakan rangkaian sf ya kak mohon maaf atas ketidaknyamanannya apabila rangkaian yang tersedia belum,1.92848E+18,in,0,0,0,https://x.com/undefined/status/1928484711443374483,341987176
1.92848E+18,"30 May 2025, 16:12",0,hai kak untuk besok rute s beroperasi mulai pukul wib untuk fitur perencanaan perjalanan kakak dapat mengunduh aplikasi tj transjakarta pada playstore atau appstore ya kak terima kasih mb,1.92848E+18,in,0,1,0,https://x.com/undefined/status/1928484601569173929,104556071
1.92848E+18,"30 May 2025, 16:08",3,koridor lebak bulus pasar baru mengalami pengalihan rute dikarenakan adanya kegiatan pemasangan mcb di sekitar halte tanah kusir sementara arah pasar baru tidak melayani halte tanah kusir dan halte bungur mohon maaf atas ketidaknyamanannya,1.92848E+18,in,0,1,0,https://x.com/undefined/status/1928483577672642748,104556071
1.92847E+18,"30 May 2025, 16:05",0,kalo dari halte semanggi,1.92848E+18,in,0,1,0,https://x.com/undefined/status/1928482810555257250,1.19124E+18
1.92848E+18,"30 May 2025, 16:05",0,yaudah grand wisata cawang aja terus pemkab bekasi bikin angkot model jaklingko rutenya stasiun tambun grand wisata enaknyo,1.92848E+18,in,0,1,0,https://x.com/undefined/status/1928482786182152426,1.27026E+18
1.92848E+18,"30 May 2025, 16:02",0,makan dalam tidur aja angkot,1.92848E+18,in,0,0,0,https://x.com/undefined/status/1928482255195844753,1.79724E+18
1.92848E+18,"30 May 2025, 16:01",0,impossible kyake soale halte e bis aja kurang merata dan angkot di jkt itu kya bnyak dan ada trs disini ada tapi itu pun jam tertentu trs di google udh ada rutenya yg di jkt kl di sby kyanya kl mau kmn trs liat google rute bemonya ngga ada ga sih,1.92848E+18,in,0,0,0,https://x.com/undefined/status/1928482016208589274,1.39133E+18
1.92848E+18,"30 May 2025, 16:01",0,min tj s alam sutra blok m besok hari sabtu dan minggu beroperasi mulai jam apa jam min,1.92848E+18,in,0,0,0,https://x.com/undefined/status/1928482003331973528,1.70745E+18
1.92848E+18,"30 May 2025, 16:01",3,koridor pulo gadung galunggung mengalami pengalihan rute dikarenakan adanya pekerjaan lrt di jalan pramuka sementara arah galunggung tidak melayani halte matraman halte velodrome dan halte utan kayu mohon maaf atas ketidaknyamanannya,1.92848E+18,in,2,1,2,https://x.com/undefined/status/1928481863670382929,104556071
1.92848E+18,"30 May 2025, 15:59",0,maap tp malah jd inget angkot medan,1.92848E+18,in,0,0,0,https://x.com/undefined/status/1928481513592541690,1.80198E+18
1.92845E+18,"30 May 2025, 15:58",0,tapi angkot mana sih,1.92848E+18,in,0,0,0,https://x.com/undefined/status/1928481259644174484,572313290
1.92848E+18,"30 May 2025, 15:58",0,min tj s alam sutra blok m besok hari sabtu beroperasi mulai jam apa jam min,1.92848E+18,in,0,1,0,https://x.com/undefined/status/1928481070405627958,1.70745E+18
1.92834E+18,"30 May 2025, 15:55",21,terus masyarakat yg mampunya naik angkot utk bepergian kemana mana ada yg dagang naik angkot ke titik tujuan dll gimana difikirin ga sih pak tolong lah akses masyrakat yg mampunya naik angkot gimana gimana ini logikanya,1.92848E+18,in,0,3,1,https://x.com/undefined/status/1928480270589595669,1.54651E+18
1.92782E+18,"30 May 2025, 15:54",1,pensez des bus elec ou hybrides pas des bus qui viennent augementer la pollution en plus de celle gnre par les bouchons provoqus busway,1.92848E+18,fr,0,0,0,https://x.com/undefined/status/1928480112766312621,88060828
1.92845E+18,"30 May 2025, 15:54",0,sampai jam brp yaa,1.92848E+18,in,0,0,0,https://x.com/undefined/status/1928480057162383380,3017832348
1.92836E+18,"30 May 2025, 15:53",0,terima kasih,1.92848E+18,in,0,0,0,https://x.com/undefined/status/1928480003018158487,1.88655E+18
1.92848E+18,"30 May 2025, 15:53",0,menamatkan angkot bandung,1.92848E+18,in,0,1,0,https://x.com/undefined/status/1928479892917854380,1.66863E+18
1.92842E+18,"30 May 2025, 15:52",0,hai kak mohon maaf atas ketidaknyamanannya akan kami lakukan pengecekan terima kasih md,1.92848E+18,in,0,0,0,https://x.com/undefined/status/1928479532303925600,104556071
1.92848E+18,"30 May 2025, 15:52",0,sampingan kalo hadapan kek naik angkot,1.92848E+18,in,0,0,0,https://x.com/undefined/status/1928479519272321098,1.56061E+18
1.92847E+18,"30 May 2025, 15:47",0,hallo kak mikrotrans jak tidak melewati halte bendungan hillir penaikan awal mikrotrans jak dari bus stop jl bendungan hillir gg v yuk unduh aplikasi versi terbarunya aplikasi tj transjakarta ya kak terima kasih md,1.92848E+18,in,0,1,0,https://x.com/undefined/status/1928478424177291313,104556071
1.92847E+18,"30 May 2025, 15:45",0,hai kak rute a beroperasi hingga pukul wib dari halte balai kotauntuk fitur perencanaan perjalanan kakak dapat mengunduh aplikasi tj transjakarta pada playstore atau appstore ya kak terima kasih mb,1.92848E+18,in,0,0,0,https://x.com/undefined/status/1928477828330254626,104556071
1.92847E+18,"30 May 2025, 15:43",22,hai kak saat ini tersedia koridor turun di halte monumen nasional dan transit koridor arah blok m terima kasih atas saran yang diberikan kepada kami terkait hal tersebut akan kami evaluasi untuk pelayanan yang lebih baik lagi mb,1.92848E+18,in,3,14,0,https://x.com/undefined/status/1928477492563562855,104556071
1.9284E+18,"30 May 2025, 15:42",0,harry up,1.92848E+18,en,0,0,0,https://x.com/undefined/status/1928477010059219200,1.54501E+18
1.92848E+18,"30 May 2025, 15:39",1,hasil berburu hari ini di cp plg kesasar dikit naik jaklingko untung ada vc gojek saldo hasil mpl gopaypet dll wkwkwk ga rugi rugi amat df,1.92848E+18,in,0,0,0,https://x.com/undefined/status/1928476246704320634,1.81681E+18
1.92847E+18,"30 May 2025, 15:38",40,seandainya transjakarta membuka rute feeder antar stasiun stasiun tanah abangstasiun gambirstasiun juandastasiun pasar senen memudahkan penumpang kajj yg hendak berpindah moda ke krl atau sebaliknya terutama utk penumpang green line amp red line,1.92848E+18,in,0,3,2,https://x.com/undefined/status/1928476020698403195,232741130
1.92834E+18,"30 May 2025, 15:36",1,padahal masalahnya bukan angkot,1.92848E+18,in,0,0,0,https://x.com/undefined/status/1928475510872715476,1.76285E+18
1.92842E+18,"30 May 2025, 15:33",0,sekitar jam ya kak dgn nomor bus bmp kebayang gasih pulang kerja naik bus malah panas bgt didalem jadi engap baunya jd campur aduk,1.92847E+18,in,0,1,0,https://x.com/undefined/status/1928474741242818975,9.60015E+17
1.92847E+18,"30 May 2025, 15:32",0,my four stages of jalur b busway and by extention jak grief apalah aku yang tinggal di jaktim udah terbiasa enggak diurus amat wkwkwk,1.92847E+18,in,0,0,0,https://x.com/undefined/status/1928474509134160109,1.01152E+18
1.92847E+18,"30 May 2025, 15:30",1,gw pernah mimpi ketemu chanyeol ama suho di angkot terus kita foto bareng,1.92847E+18,in,0,0,0,https://x.com/undefined/status/1928474202061038018,1.06905E+18
1.92847E+18,"30 May 2025, 15:29",4,layanan bus p yang halte terdekatnya harus jalan meter dr exit gambir melewati trotoar jelek dan seberangi pertigaan yg mobil motornya kayak pembalap semua itu,1.92847E+18,in,0,0,0,https://x.com/undefined/status/1928473974671073769,44556194
1.92847E+18,"30 May 2025, 15:29",0,halo min kalo dari halte tj benhil itu ada mikrotrans jak ga ya,1.92847E+18,in,0,2,0,https://x.com/undefined/status/1928473836602769841,1.19124E+18
1.92847E+18,"30 May 2025, 15:28",0,hai kak mohon maaf atas ketidaknyamanannya terima kasih atas saran dan masukan yang telah diberikan akan kami evaluasi kembali terima kasih md,1.92847E+18,in,0,0,0,https://x.com/undefined/status/1928473564891467886,104556071
1.92847E+18,"30 May 2025, 15:27",0,hai kak silakan naik koridor tujuan tegal mampang transit di halte csw berpindah ke halte asean naik koridor tujuan kota turun di halte senayan bank dki yuk unduh aplikasi versi terbarunya aplikasi tj transjakarta ya kak terima kasih md,1.92847E+18,in,0,1,0,https://x.com/undefined/status/1928473347081330893,104556071
1.92847E+18,"30 May 2025, 15:26",0,wkwk kadang boleh masuk kadang kaga bahkan pernah sampe nyewa angkot halim sama anakanak yg lain demi nonton latihan selesai nonton minta foto bareng sign sama pemain wkwk,1.92847E+18,in,0,0,0,https://x.com/undefined/status/1928472999092445249,1.06528E+18
1.92847E+18,"30 May 2025, 15:25",0,kapan yh gw pulang kuliah trus lg nunggu angkot trus tbtb ketemu taehyun,1.92847E+18,in,0,0,0,https://x.com/undefined/status/1928472888383828153,1.35511E+18
1.92847E+18,"30 May 2025, 15:25",0,kalo ke supir angkot gue panggilnya pak,1.92847E+18,in,0,0,0,https://x.com/undefined/status/1928472808075542717,1.54738E+18
1.92847E+18,"30 May 2025, 15:25",0,wkwkwkwkwk nahh,1.92847E+18,in,0,0,0,https://x.com/undefined/status/1928472737087123542,232406943
1.92847E+18,"30 May 2025, 15:23",0,serunya ngebolang naik mrt jakarta dari blok m ke bundaran hi lewat,1.92847E+18,in,0,0,0,https://x.com/undefined/status/1928472434337804328,359834723
1.92847E+18,"30 May 2025, 15:23",0,hai kak silakan naik rute b tujuan cawang sentral kemudian naik rute c tujuan juanda turun di halte tegalan yuk unduh aplikasi versi terbarunya aplikasi tj transjakarta ya kak terima kasih md,1.92847E+18,in,0,0,0,https://x.com/undefined/status/1928472390280860122,104556071
1.92739E+18,"30 May 2025, 15:20",0,kejepit di busway,1.92847E+18,in,0,0,0,https://x.com/undefined/status/1928471665643524346,562615499
1.92847E+18,"30 May 2025, 15:19",0,tadi di busway ketemu cwk yg pake ganci avocean trs gue bisikin temen gue kak lihat belakangmu ada mba pake ganci boneka ditasnya itu satu spesies dengan saya,1.92847E+18,in,0,0,0,https://x.com/undefined/status/1928471349732725158,1.38944E+18
1.92847E+18,"30 May 2025, 15:19",0,cc,1.92847E+18,und,0,0,0,https://x.com/undefined/status/1928471292870881760,3153104119
1.92845E+18,"30 May 2025, 15:17",0,busway,1.92847E+18,en,0,0,0,https://x.com/undefined/status/1928470935276835082,1.72733E+18
1.92838E+18,"30 May 2025, 15:17",0,nanti kamu disetelin dj angkot tp,1.92847E+18,in,0,1,0,https://x.com/undefined/status/1928470905128165442,1.35585E+18
1.92845E+18,"30 May 2025, 15:17",0,keliling solo naik angkot,1.92847E+18,in,0,1,0,https://x.com/undefined/status/1928470891123397047,1.31406E+18
1.92847E+18,"30 May 2025, 15:16",0,hai kak untuk melanjutan rute t silakan lakukan tap in kembali ya kakak untuk fitur perencanaan perjalanan kakak dapat mengunduh aplikasi tj transjakarta pada playstore atau appstore ya kak terima kasih mb,1.92847E+18,in,0,1,0,https://x.com/undefined/status/1928470686630121764,104556071
1.92847E+18,"30 May 2025, 15:15",0,harusnya aku jastip cahol omega sama angkot ya,1.92847E+18,in,0,0,0,https://x.com/undefined/status/1928470280357490776,1.40409E+18
